time, angle [deg], U Currrent [A], V Current [A], W Current [A]
8.804,38889,0.39989,-0.0813725,-0.63411
8.809,38919.5,-0.0670776,-0.0940791,-0.0416644
8.814,38950.1,-0.0750192,1.03046,-0.0766075
8.82,38980.2,-0.0639009,0.669906,-0.0797842
8.825,39010.3,0.0663418,-0.0781959,-0.24497
8.83,39039.8,0.623844,-0.0781959,-0.654758
8.836,39069.5,-0.0670776,0.0425169,-0.179849
8.841,39101,-0.0670776,0.804914,-0.28309
8.847,39132.8,-0.0654892,-0.32121,-0.0781959
8.852,39164.1,0.646081,-0.689701,-0.0829608
8.857,39193.6,0.549193,-0.0781959,-0.507044
8.863,39222.8,0.234704,-0.0781959,-0.386331
8.868,39252.6,-0.0702542,0.979629,-0.737351
8.873,39282.8,-0.0670776,-0.22591,0.0869901
8.879,39313.8,0.484072,-0.34027,-0.0829608
8.884,39344.4,-0.688113,0.411009,-0.730998
8.89,39374.1,0.187055,-0.0781959,-0.35933
8.895,39403.5,0.442775,-0.0766075,-0.70082
8.9,39433.2,-0.0639009,-0.108374,-0.0305461
8.906,39465,-0.0670776,0.91292,-1.05502
8.911,39497.7,-0.607108,0.765205,-0.0813725
8.917,39529.4,0.190231,-0.0750192,-0.360918
8.922,39558.6,0.688966,-0.0734309,-0.589637
8.927,39587.9,-0.0670776,-0.102021,-0.0273694
8.933,39617.8,-0.0877258,0.992336,-0.856476
8.938,39648.5,-0.600755,0.301414,-0.0813725
8.944,39679.5,0.113992,-0.0750192,-0.27356
8.949,39709.6,0.430069,-0.0781959,-0.129022
8.954,39739.8,-0.0623126,0.037752,-0.184614
8.96,39768.8,-0.0702542,0.924038,-0.943834
8.965,39799.3,-0.63411,0.431657,-0.0781959
8.97,39831.5,0.452305,-0.100432,-0.0861375
8.976,39863.1,0.395125,-0.0750192,-0.621403
8.981,39894,0.237881,-0.0781959,-0.386331
8.986,39923.2,-0.108374,0.766794,-0.449864
8.992,39951.9,-0.0623126,-0.246558,0.104462
8.997,39981.4,0.411009,-0.673818,-0.0829608
9.003,40011.9,-0.762764,0.566665,-0.0781959
9.008,40043.1,0.19182,-0.0813725,-0.360918
9.013,40073.5,-0.0781959,0.596843,-0.0829608
9.019,40103.5,-0.0654892,-0.105197,-0.0384877
9.024,40133,0.318886,-0.59599,-0.0813725
9.029,40163.4,-0.532457,0.814443,-0.0781959
9.035,40195.2,0.596843,-0.794531,-0.0781959
9.04,40227,0.654023,-0.0750192,-0.635698
9.046,40257.4,-0.0654892,-0.0464293,-0.0924908
9.051,40286,-0.102021,1.15276,-0.943834
9.056,40315.6,-0.0241928,0.387184,-0.0829608
9.062,40346.1,0.604784,-0.0877258,-0.0893141
9.067,40376.6,0.646081,-0.0766075,-0.656347
9.073,40407.2,0.236293,-0.0750192,-0.237028
9.078,40437.4,-0.0877258,0.763617,-0.0956674
9.083,40466.8,-0.0623126,0.739792,-0.0829608
9.089,40496.4,0.682612,-0.483219,-0.0845492
9.094,40527.1,0.765205,-0.102021,-0.696055
9.099,40559.4,0.236293,-0.0750192,-0.384743
9.105,40590.4,-0.0972558,0.930391,-0.727821
9.11,40620.7,-0.0623126,-0.179849,0.0425169
9.116,40649.6,0.687377,-0.435569,-0.0845492
9.121,40678.8,-0.491161,0.49519,-0.0766075
9.126,40709.2,0.175936,-0.0797842,-0.335505
9.132,40739.5,0.655611,-0.0766075,-0.459394
9.137,40770.2,-0.0670776,-0.0194278,-0.124257
9.142,40800.6,-0.0940791,0.78903,-0.0781959
9.148,40830.5,-0.651582,0.736615,-0.0734309
9.153,40860.1,0.487248,-0.0781959,-0.26403
9.158,40891.2,0.453893,-0.0750192,-0.63411
9.164,40923.9,0.236293,-0.0750192,-0.373625
9.169,40955.8,-0.0956674,0.973276,-0.796119
9.175,40985.3,-0.62458,0.341122,-0.0829608
9.18,41014.5,0.450717,-0.0829608,-0.0813725
9.185,41043.5,0.501543,-0.0781959,-0.176672
9.191,41074.1,0.228351,-0.0797842,-0.379978
9.196,41104.5,-0.0893141,0.862093,-0.870771
9.201,41135.5,-0.0654892,-0.20685,-0.0781959
9.207,41165.4,0.539663,-0.136964,-0.0829608
9.212,41195.3,-0.0623126,0.423715,-0.0972558
9.217,41225.5,0.226763,-0.0750192,-0.384743
9.223,41257,-0.0654892,0.660376,-0.167142
9.228,41288.9,-0.0702542,-0.198909,0.0599885
9.234,41320.4,0.617491,-0.0877258,-0.0829608
9.239,41350.2,-0.692878,0.638139,-0.0781959
9.244,41379,0.20135,-0.0797842,-0.370448
9.25,41408.6,0.403067,-0.0750192,-0.635698
9.255,41439,-0.0639009,-0.0893141,-0.0480177
9.26,41470,-0.0877258,1.12893,-0.0829608
9.266,41500.9,-0.686525,0.657199,-0.0829608
9.271,41530.9,0.101285,-0.0766075,-0.270383
9.276,41560.6,0.547605,-0.0750192,-0.0845492
9.282,41591.2,-0.0639009,-0.0130745,-0.125846
9.287,41622.4,-0.0988441,1.12734,-1.00578
9.293,41654.9,-0.459394,0.654023,-0.0766075
9.298,41686.1,0.519015,-0.765941,-0.100432
9.303,41715,0.342711,-0.0781959,-0.387919
9.309,41744.3,0.234704,-0.0781959,-0.376801
9.314,41773.5,-0.109962,0.925626,-0.870771
9.319,41804.3,-0.0686659,-0.262442,0.120345
9.325,41835.3,0.49519,-0.0813725,-0.0813725
9.33,41865.4,0.636551,-0.0845492,-0.462571
9.335,41895.8,0.220409,-0.0781959,-0.381566
9.341,41925.3,-0.102021,0.706437,-0.129022
9.346,41955.2,-0.0639009,-0.189379,0.0488702
9.352,41987.1,-0.0623126,0.970099,-0.0861375
9.357,42019.2,-0.750058,0.742969,-0.0813725
9.362,42049.9,0.209291,-0.0718426,-0.370448
9.368,42079.1,0.318886,-0.0766075,-0.489572
9.373,42107.8,-0.0702542,-0.106786,-0.0273694
9.378,42137.7,-0.0623126,0.868447,-0.93748
9.384,42168.4,-0.460982,0.584136,-0.0829608
9.389,42199,0.585725,-0.640463,-0.270383
9.394,42229.7,0.688966,-0.0829608,-0.413333
9.4,42260.1,-0.0670776,0.0345753,-0.176672
9.405,42289.4,-0.0766075,0.785854,-0.0813725
9.411,42320,-0.524516,0.322062,-0.0781959
9.416,42352.4,0.844622,-0.632522,-0.0877258
9.421,42384.1,0.57143,-0.0797842,-0.589637
9.427,42415,0.242646,-0.0781959,-0.179849
9.432,42444.3,-0.0639009,0.795384,-0.894596
9.437,42473.8,-0.0686659,-0.305327,0.16323
9.443,42503.7,0.809678,-0.476866,-0.0829608
9.448,42534.7,0.452305,-0.0813725,-0.584872
9.454,42566.3,0.233116,-0.0734309,-0.391096
9.459,42597,-0.0686659,0.674671,-0.751646
9.464,42626.9,-0.532457,0.738204,-0.0813725
9.47,42657,0.563488,-0.629345,-0.0813725
9.475,42687.6,0.782677,-0.0924908,-0.646817
9.48,42720.2,0.241058,-0.0766075,-0.392684
9.486,42751.5,-0.0829608,0.681024,-0.0781959
9.491,42781.9,-0.0670776,-0.23544,0.0901667
9.496,42811.1,0.465012,-0.62458,-0.0750192
9.502,42840.4,-0.757999,0.555546,-0.0750192
9.507,42870.5,0.204526,-0.0750192,-0.365683
9.513,42901.3,0.45707,-0.0829608,-0.473689
9.518,42931.9,-0.0654892,-0.0718426,-0.0670776
9.523,42962.3,0.607961,-0.502279,-0.0829608
9.529,42992,-0.607108,0.668317,-0.0750192
9.534,43021.6,0.133052,-0.0766075,-0.303738
9.539,43052.7,0.336357,-0.0813725,-0.611873
9.545,43084.8,0.221998,-0.0511943,-0.0845492
9.55,43116.5,-0.0813725,1.20517,-0.96607
9.555,43146.5,-0.427628,0.501543,-0.0781959
9.561,43175.2,0.506308,-0.692878,-0.0893141
9.566,43204.6,0.560311,-0.0797842,-0.646817
9.572,43235.2,0.234704,-0.0797842,-0.379978
9.577,43265.6,-0.0909025,0.752499,-0.896184
9.582,43296.7,-0.0877258,0.439598,-0.0781959
9.588,43327.2,0.517426,-0.341858,-0.0766075
9.593,43356.6,0.698496,-0.0797842,-0.692878
9.598,43387.1,0.245823,-0.0797842,-0.394273
9.604,43418.7,-0.0956674,1.05428,-0.851711
9.609,43450.9,-0.0639009,-0.268795,0.133052
9.614,43482.6,0.544428,-0.360918,-0.0797842
9.62,43512.5,-0.405391,0.407832,-0.573754
9.625,43542.5,0.241058,-0.0750192,-0.387919
9.631,43572.4,-0.0861375,0.728674,-0.238617
9.636,43603,-0.0670776,-0.227499,0.0885784
9.641,43634.3,0.541251,-0.486396,-0.0829608
9.647,43665.2,0.762029,-0.0972558,-0.553105
9.652,43695.7,0.221998,-0.0781959,-0.384743
9.658,43725.9,-0.0877258,0.94151,-0.777059
9.663,43756,-0.0654892,-0.219557,0.0774601
9.668,43788.1,-0.0686659,-0.0924908,-0.0813725
9.674,43820.3,-0.780236,0.938333,-0.0797842
9.679,43851.4,0.228351,-0.0781959,-0.384743
9.685,43880.8,0.612726,-0.0781959,-0.862829
9.691,43914.9,-0.0670776,-0.335505,0.202938
9.696,43946.4,0.723909,-0.5674,-0.0940791
9.702,43978.1,0.668317,-0.0718426,-0.543575
9.708,44017.6,0.0996967,0.966923,-0.670642
9.716,44063.9,-0.0654892,-0.108374,-0.035311
9.725,44114.2,-0.0654892,-0.16873,0.0266337
9.732,44154.7,0.708026,-0.298973,-0.0829608
9.74,44202.3,1.02251,-0.0797842,-0.889831
9.746,44232.5,-0.61505,1.1877,-0.0813725
9.755,44278.4,-0.203674,0.593666,-0.0766075
9.761,44306.7,0.687377,-0.175084,-0.0781959
9.766,44335.1,-0.23544,-0.0797842,-0.0909025
9.772,44365,0.19182,-0.0750192,-0.3498
9.778,44392.8,0.574606,-0.0766075,-0.718291
9.783,44421.4,-0.0654892,-0.0321344,-0.0940791
9.791,44460.2,0.0647535,-0.0750192,-0.23544
9.797,44486,-0.683348,0.820797,-0.0750192
9.802,44512.7,0.722321,-0.780236,-0.0781959
9.808,44537.8,-0.762764,0.793795,-0.0829608
9.813,44562.9,0.563488,-0.742116,-0.0829608
9.823,44604.4,-0.0829608,0.849387,-0.133787
9.828,44626,0.14417,-0.0766075,-0.287855
9.834,44646.5,0.544428,-0.0781959,-0.686525
9.84,44671.9,0.150523,-0.0781959,-0.297385
9.846,44697.4,-0.184614,0.781089,-0.0797842
9.851,44719.9,0.0504586,-0.0797842,-0.267207
9.859,44754,-0.0623126,0.870035,-0.521339
9.865,44776.1,0.152111,-0.0750192,-0.308503
9.87,44798,0.857328,-0.0797842,-0.322798
9.875,44819.8,0.547605,-0.754823,-0.0797842
9.881,44842.2,-0.0639009,-0.291032,0.13464
9.886,44865.5,-0.0750192,1.15593,-0.993072
9.891,44888.4,-0.0670776,-0.133787,-0.0226044
9.897,44910.3,-0.0750192,0.911331,-0.116316
9.902,44932,0.140993,-0.0781959,-0.29262
9.907,44952.7,-0.0972558,0.881153,-0.0813725
9.913,44973.5,0.630198,-0.761176,-0.0829608
9.918,44995.6,-0.0734309,0.577783,-0.0766075
9.924,45018.5,-0.0718426,0.987571,-0.977188
9.929,45041.6,-0.0654892,-0.138552,-0.0083095
9.936,45072.5,0.803325,-0.170319,-0.0781959
9.942,45096.8,-0.0766075,0.723909,-0.0781959
9.947,45120.6,-0.0924908,1.15276,-0.0797842
9.953,45147.4,-0.0988441,0.480895,-0.0781959
9.959,45172.6,0.526956,-0.683348,-0.0781959
9.964,45198,-0.67223,0.49519,-0.0813725
9.97,45227.4,-0.0750192,0.973276,-0.0797842
9.976,45254.4,-0.646817,0.646081,-0.0829608
9.982,45285,-0.0686659,-0.383154,-0.0829608
9.987,45308.2,-0.743705,0.590489,-0.0797842
9.993,45331,0.673082,-0.57693,-0.0750192
10,45361.9,-0.705585,0.814443,-0.0829608
