time, angle [deg], U Currrent [A], V Current [A], W Current [A]
3.135,8547.44,0.703261,-0.0781959,-0.602344
3.14,8578.34,-0.0702542,-0.0988441,-0.0416644
3.146,8607.87,-0.0686659,0.94151,-1.04072
3.151,8637.49,-0.58646,0.746145,-0.0750192
3.156,8668.24,0.649258,-0.0781959,-0.32121
3.162,8699.4,0.488837,-0.0797842,-0.0924908
3.167,8730.98,-0.0654892,-0.0273694,-0.109962
3.172,8761.33,-0.0702542,-0.0988441,-0.0813725
3.178,8791.48,-0.3498,0.538075,-0.0797842
3.183,8821.21,0.120345,-0.0766075,-0.30215
3.189,8852.59,0.48566,-0.0766075,-0.410156
3.194,8885.38,-0.0639009,-0.0654892,-0.0734309
3.199,8917.13,-0.0654892,0.862093,-0.978777
3.205,8947.19,-0.0781959,0.404655,-0.0829608
3.21,8976.49,0.681024,-0.783413,-0.0893141
3.216,9006,0.420539,-0.0766075,-0.570577
3.221,9036.79,0.221998,-0.0083095,-0.127434
3.226,9067.68,-0.0829608,0.90339,-0.746881
3.232,9098.58,-0.619815,0.39036,-0.0766075
3.237,9128.45,0.541251,-0.67223,-0.0813725
3.242,9158.18,0.593666,-0.0766075,-0.654758
3.248,9188,0.244234,-0.0813725,-0.387919
3.253,9219.51,-0.0940791,1.0511,-0.0956674
3.258,9251.88,-0.0654892,-0.289443,0.14417
3.264,9283.2,0.492013,-0.248147,-0.0813725
3.269,9312.71,0.407832,-0.0781959,-0.649993
3.275,9341.94,0.231528,-0.0750192,-0.381566
3.28,9371.56,0.712791,0.660376,-0.869182
3.285,9402.3,-0.0686659,-0.186202,0.0409286
3.291,9432.89,0.715967,-0.638875,-0.0861375
3.296,9463.33,-0.635698,0.728674,-0.0797842
3.301,9493.79,0.18229,-0.0750192,-0.343446
3.307,9522.97,0.612726,-0.0766075,-0.202085
3.312,9553.51,-0.0639009,-0.114727,-0.0241928
3.318,9585.6,-0.0797842,0.920861,-0.816768
3.323,9617.44,-0.0781959,0.755675,-0.0829608
3.328,9649,0.187055,-0.0781959,-0.357741
3.334,9678.66,0.387184,-0.0781959,-0.0797842
3.339,9708.31,-0.0623126,-0.116316,-0.0226044
3.344,9738.2,-0.0797842,0.997101,-1.04072
3.35,9769.44,-0.619815,0.1537,-0.0829608
3.355,9801.18,0.148935,-0.0750192,-0.325975
3.361,9832.18,0.423715,-0.0750192,-0.534045
3.366,9862.33,-0.0654892,-0.0639009,-0.0813725
3.371,9892.4,0.445952,-0.384743,-0.0781959
3.377,9923.43,-0.58646,0.687377,-0.0813725
3.382,9956.3,0.998689,-0.0766075,-0.362506
3.387,9988.65,0.337946,-0.0750192,-0.478454
3.393,10019.3,-0.0623126,-0.125846,-0.00672118
3.398,10048.9,-0.0956674,1.06858,-0.121081
3.404,10078.4,-0.670642,0.623844,-0.0829608
3.409,10109.2,0.17276,-0.0797842,-0.343446
3.414,10140.3,0.550781,-0.0781959,-0.160789
3.42,10172.3,-0.0686659,-0.0909025,-0.0432527
3.425,10203,0.679436,-0.0972558,-0.0813725
3.431,10233.2,-0.676995,0.715967,-0.0766075
3.436,10263.7,0.183878,-0.0718426,-0.360918
3.441,10295.3,-0.0639009,0.773147,-0.789766
3.447,10328.1,-0.054371,-0.173495,0.032987
3.452,10360.1,0.611138,-0.619815,-0.0829608
3.458,10390.1,-0.613462,0.852563,-0.0813725
3.463,10419.7,0.207703,-0.0734309,-0.373625
3.468,10449.2,0.439598,-0.0781959,-0.0924908
3.474,10480.3,-0.0654892,-0.125846,-0.0130745
3.479,10511.6,0.547605,-0.55787,-0.0797842
3.484,10542.3,-0.440334,0.472953,-0.0813725
3.49,10573.1,0.1537,-0.0766075,-0.335505
3.495,10603.1,0.490425,-0.0813725,-0.759588
3.501,10634.2,-0.0670776,-0.148082,0.0155154
3.506,10666.5,-0.0813725,1.01616,-0.446688
3.512,10699.3,-0.61505,0.647669,-0.0813725
3.517,10730.6,0.223586,-0.0750192,-0.375213
3.522,10759.9,0.420539,-0.0750192,-0.102021
3.528,10789.3,-0.0639009,-0.167142,0.0313987
3.533,10819.9,-0.0845492,1.20358,-0.0813725
3.539,10850.6,-0.308503,0.758852,-0.0845492
3.544,10881.3,0.1537,-0.0797842,-0.325975
3.549,10911.9,0.522191,-0.0766075,-0.607108
3.555,10941.7,-0.0654892,-0.040076,-0.105197
3.56,10971.6,-0.0972558,1.0114,-0.904125
3.565,11002.2,-0.635698,0.530133,-0.0829608
3.571,11034,0.638139,-0.769118,-0.102021
3.576,11066.2,0.541251,-0.0766075,-0.527692
3.582,11097,-0.0670776,-0.0305461,-0.108374
3.587,11125.8,-0.0702542,0.949451,-0.31168
3.592,11155.2,-0.459394,0.607961,-0.0829608
3.598,11185.7,0.538075,-0.0909025,-0.0893141
3.603,11216.3,0.530133,-0.0813725,-0.399038
3.608,11247.9,-0.0670776,0.0742835,-0.21638
3.614,11278.3,-0.0909025,1.00028,-0.764353
3.619,11308.5,-0.495926,0.358594,-0.0781959
3.624,11339.2,0.617491,-0.716703,-0.0877258
3.63,11370.6,0.415774,-0.0813725,-0.295797
3.635,11403,0.239469,-0.0797842,-0.384743
3.641,11435,-0.0654892,0.844622,-0.0893141
3.646,11464.9,-0.103609,0.531721,-0.0781959
3.651,11494.2,0.682612,-0.473689,-0.0845492
3.657,11523.8,0.695319,-0.0797842,-0.492749
3.662,11554.2,0.236293,-0.0750192,-0.381566
3.667,11585.3,-0.0956674,0.876388,-0.877124
3.673,11616.5,-0.63411,0.425304,-0.0813725
3.678,11647.3,0.665141,-0.514986,-0.0861375
3.684,11677.4,0.579371,-0.0734309,-0.665877
3.689,11707.4,0.244234,-0.0766075,-0.387919
3.694,11739.1,-0.0670776,0.687377,-0.826298
3.7,11771.7,-0.0654892,-0.27356,0.137817
3.705,11803.2,0.631786,-0.621403,-0.0813725
3.71,11832.4,-0.780236,0.461835,-0.67223
3.716,11862.2,0.231528,-0.0797842,-0.386331
3.721,11892.5,-0.0654892,0.754087,-0.0893141
3.727,11923.5,-0.0654892,-0.230675,0.0901667
3.732,11954.1,0.566665,-0.100432,-0.0813725
3.738,11985.4,0.796972,-0.0924908,-0.0909025
3.743,12015.3,0.209291,-0.0718426,-0.370448
3.748,12045,-0.0877258,0.81762,-0.805649
3.754,12075,-0.0670776,-0.176672,0.0456936
3.759,12107,-0.0781959,1.13052,-1.08361
3.764,12139.1,-0.0718426,0.80809,-0.0813725
3.77,12169.8,0.207703,-0.0766075,-0.367271
3.775,12199.1,0.685789,-0.0766075,-0.456217
3.78,12228,-0.0623126,-0.116316,-0.0194278
3.786,12258.2,-0.105197,1.15435,-1.04549
3.791,12289.2,-0.356153,0.725497,-0.0781959
3.797,12320.1,0.12511,-0.0797842,-0.294208
3.802,12351.1,0.366535,-0.0797842,-0.0845492
3.807,12381.6,-0.0670776,-0.0130745,-0.127434
3.813,12411,-0.108374,0.850975,-0.0877258
3.818,12441.7,-0.0734309,0.519015,-0.0829608
3.823,12473.5,0.666729,-0.745293,-0.0940791
3.829,12505.5,0.522191,-0.0781959,-0.111551
3.834,12535.8,-0.0623126,-0.0130745,-0.146494
3.839,12564.9,-0.0639009,1.00981,-0.0861375
3.845,12594.2,-0.0623126,-0.31168,-0.0781959
3.85,12624,0.619079,-0.648405,-0.0797842
3.856,12654.7,0.463423,-0.0829608,-0.0829608
3.861,12686,0.226763,-0.0750192,-0.381566
3.866,12716.4,-0.0686659,0.825562,-0.816768
3.872,12746,-0.0670776,0.661964,-0.0766075
3.877,12776.3,0.45707,-0.645228,-0.0813725
3.883,12807.1,0.622256,-0.0781959,-0.667465
3.888,12839.6,0.236293,-0.0750192,-0.386331
3.893,12870.7,-0.0877258,0.650846,-0.835827
3.899,12901,-0.0639009,-0.200497,0.0584002
3.904,12929.9,0.455482,-0.65317,-0.0781959
3.909,12959,-0.72941,0.84621,-0.0829608
3.915,12989.3,0.17276,-0.0813725,-0.338681
3.92,13019.9,0.318886,-0.0750192,-0.626168
3.926,13050.5,-0.0639009,-0.0226044,-0.121081
3.931,13080.9,-0.0813725,0.908155,-0.969247
3.936,13110.6,-0.572165,0.706437,-0.0829608
3.942,13140.1,0.765205,-0.588049,-0.0845492
3.947,13170.9,0.603196,-0.0766075,-0.630933
3.952,13203.4,0.236293,-0.0813725,-0.372036
3.958,13234.5,-0.0734309,1.00822,-0.770706
3.963,13264.4,-0.0670776,0.519015,-0.0766075
3.968,13293.4,0.469777,-0.703996,-0.0845492
3.974,13322.1,-0.813591,0.627021,-0.0813725
3.979,13353.1,0.229939,-0.0750192,-0.376801
3.985,13384.3,-0.0734309,0.708026,-0.0924908
3.99,13415.2,-0.0607243,-0.194144,-0.0813725
3.996,13445.5,0.376065,-0.651582,-0.0781959
4.001,13475.6,0.619079,-0.0813725,-0.616638
4.006,13505.6,0.221998,-0.0718426,-0.379978
4.012,13536.3,-0.0654892,0.649258,-0.0829608
4.017,13568.6,-0.0623126,-0.17826,0.0425169
4.023,13599.9,0.720732,-0.543575,-0.0766075
4.028,13629.9,-0.0829608,0.655611,-0.0797842
4.033,13658.8,0.188643,-0.0750192,-0.352976
4.039,13687.4,0.376065,-0.0797842,-0.456217
4.044,13717.8,-0.0670776,-0.040076,-0.103609
4.049,13748.4,-0.0797842,0.895448,-0.894596
4.055,13778.4,-0.0781959,0.318886,-0.0813725
4.06,13808.6,0.79856,-0.654758,-0.0766075
4.066,13838,0.57143,-0.0750192,-0.667465
4.071,13867.9,0.234704,-0.0781959,-0.387919
4.076,13898.6,-0.0877258,0.833503,-0.121081
4.082,13930.7,-0.0654892,-0.248147,0.107638
4.087,13961.8,0.488837,-0.63411,-0.0797842
4.092,13990.7,-0.570577,0.731851,-0.0813725
4.098,14019.1,0.198173,-0.0797842,-0.362506
4.103,14048.5,0.655611,-0.0813725,-0.553105
4.108,14078.9,-0.0639009,-0.0702542,-0.0750192
4.114,14109.1,-0.0639009,0.876388,-0.904125
4.119,14139.8,-0.0829608,0.487248,-0.0813725
4.125,14170.1,0.0711068,-0.0813725,-0.240205
4.13,14199.7,0.544428,-0.0766075,-0.303738
4.135,14229.8,-0.0654892,0.0298103,-0.170319
4.141,14261.3,-0.0829608,1.00345,-0.754823
4.146,14293.4,-0.0654892,-0.322798,-0.0766075
4.152,14324.3,0.620668,-0.713526,-0.0893141
4.157,14353.6,0.746145,-0.0813725,-0.670642
4.162,14382.6,0.233116,-0.0766075,-0.379978
4.168,14411.4,0.563488,-0.0766075,-0.840592
4.173,14441.8,-0.0654892,-0.171907,0.028222
4.178,14472,0.54284,-0.603932,-0.0829608
4.184,14502.5,-0.0940791,0.549193,-0.0813725
4.189,14532.3,0.137817,-0.0766075,-0.310091
4.194,14561.8,0.615903,-0.0781959,-0.616638
4.2,14591.4,-0.0623126,-0.040076,-0.100432
4.205,14623.1,-0.0654892,1.06222,-0.969247
4.211,14655.2,-0.34027,0.39036,-0.0797842
4.216,14685.9,0.839857,-0.770706,-0.279913
4.221,14715.7,0.549193,-0.0750192,-0.642052
4.227,14744.4,0.226763,-0.0750192,-0.370448
4.232,14774,-0.0797842,0.831915,-0.0940791
4.237,14804.7,-0.0654892,-0.278325,-0.0813725
4.243,14835.7,0.403067,-0.572165,-0.0813725
4.248,14866.4,0.51425,-0.0861375,-0.0845492
4.254,14896.7,0.228351,-0.0813725,-0.381566
4.259,14926.4,-0.0686659,0.781089,-0.851711
4.264,14956.9,-0.0654892,-0.237028,-0.0813725
4.27,14988.5,0.730262,-0.521339,-0.0829608
4.275,15020.7,-0.122669,0.692142,-0.0813725
4.28,15051.4,0.228351,-0.0781959,-0.381566
4.286,15080.7,0.50472,-0.0781959,-0.583284
4.291,15109.5,-0.0654892,-0.179849,0.0393403
4.297,15139.5,-0.0670776,1.12893,-0.0781959
4.302,15170.1,-0.661112,0.852563,-0.0829608
4.307,15201.3,0.150523,-0.0766075,-0.316445
4.313,15231.3,0.449128,-0.0750192,-0.151259
4.318,15261.4,-0.0654892,-0.0241928,-0.117904
4.323,15291.1,-0.116316,1.19247,-0.932715
4.329,15321.1,-0.638875,0.763617,-0.0750192
4.334,15353.3,0.722321,-0.0861375,-0.100432
4.339,15384.8,0.547605,-0.0781959,-0.0813725
4.345,15415.6,-0.0654892,0.00598543,-0.149671
4.35,15444.8,-0.105197,1.12417,-0.912067
4.356,15474,-0.0670776,-0.313268,-0.0813725
4.361,15504,0.488837,-0.713526,-0.0813725
4.366,15534.6,0.622256,-0.0781959,-0.184614
4.372,15565.6,0.221998,-0.0813725,-0.379978
4.377,15595.5,-0.0654892,0.704849,-0.108374
4.383,15625.5,-0.0639009,-0.183025,0.0441053
4.388,15655.2,0.531721,-0.570577,-0.0813725
4.393,15686.4,0.488837,-0.0909025,-0.0893141
4.399,15718.9,0.226763,-0.0813725,-0.386331
4.404,15750.7,-0.0654892,0.611138,-0.0813725
4.41,15780.5,-0.0654892,-0.171907,0.0361636
4.415,15809.6,0.522191,-0.0559593,-0.0766075
4.42,15838.2,-0.702408,0.793795,-0.0766075
4.426,15868.6,0.1537,-0.0797842,-0.329151
4.431,15899.2,0.363359,-0.0813725,-0.568989
4.436,15930.2,-0.0639009,-0.00354452,-0.140141
4.442,15960,-0.113139,0.998689,-0.819944
4.447,15989.7,-0.591225,0.665141,-0.0813725
4.452,16019.6,0.752499,-0.69129,-0.0829608
4.458,16049.9,0.576195,-0.0781959,-0.640463
4.463,16082.4,0.239469,-0.0781959,-0.379978
4.469,16113.4,-0.105197,1.08128,-0.912067
4.474,16143.5,-0.0623126,-0.271972,-0.0829608
4.479,16172.5,0.679436,-0.513397,-0.0829608
4.485,16201.7,-0.804061,0.985983,-0.0829608
4.49,16233.1,0.223586,-0.0734309,-0.375213
4.496,16263.6,-0.0702542,0.665141,-0.130611
4.501,16294.9,-0.0670776,-0.186202,-0.0813725
4.507,16325.1,0.433245,-0.63411,-0.0813725
4.512,16354.2,-0.0940791,0.479307,-0.0797842
4.517,16384.2,0.19182,-0.0797842,-0.35933
4.523,16414.7,-0.0623126,0.733439,-0.278325
4.528,16446.7,-0.0623126,-0.105197,-0.0416644
4.533,16477.7,-0.0702542,1.21311,-0.0781959
4.539,16507.5,-0.6627,0.47613,-0.0750192
4.544,16536.7,0.839857,-0.751646,-0.0877258
4.549,16566.1,0.39989,-0.0718426,-0.635698
4.555,16596.3,0.221998,-0.0750192,-0.367271
4.56,16627.2,-0.114727,0.730262,-0.74847
4.565,16657.7,-0.541987,0.38083,-0.0797842
4.571,16688.2,0.771559,-0.67223,-0.0861375
4.576,16717.9,0.474542,-0.0813725,-0.157612
4.582,16748.1,0.239469,-0.0766075,-0.389508
4.587,16779.1,-0.111551,0.709614,-0.861241
4.592,16811.4,-0.0702542,-0.268795,0.126698
4.598,16842.6,0.493602,-0.616638,-0.0813725
4.603,16872.4,-0.227499,-0.0813725,-0.65317
4.609,16901.5,0.228351,-0.0766075,-0.384743
4.614,16930.8,0.593666,-0.0829608,-0.268795
4.619,16961.3,-0.0670776,-0.160789,0.0171037
4.625,16991.6,0.445952,-0.535634,-0.0766075
4.63,17022.3,-0.503867,0.445952,-0.0861375
4.635,17052.6,0.145758,-0.0797842,-0.324386
4.641,17082.1,0.704849,-0.0797842,-0.630933
4.646,17112,-0.0654892,-0.0686659,-0.0718426
4.652,17144.5,-0.105197,1.02728,-0.116316
4.657,17176.3,-0.546752,0.742969,-0.0766075
4.662,17207.7,0.150523,-0.0797842,-0.325975
4.668,17236.7,0.344299,-0.0734309,-0.298973
4.673,17266.2,0.218821,-0.0766075,-0.100432
4.678,17295.8,-0.0766075,1.03999,-0.673818
4.684,17326.7,-0.608697,0.647669,-0.0813725
4.689,17358.1,0.593666,-0.0861375,-0.0829608
4.694,17389,0.654023,-0.0797842,-0.473689
4.7,17419.2,-0.0639009,0.0631652,-0.19732
4.705,17449,-0.106786,1.08764,-0.74847
4.711,17479.6,-0.0750192,0.484072,-0.0797842
4.716,17511.5,0.812855,-0.54834,-0.0940791
4.721,17543.9,0.553958,-0.0766075,-0.108374
4.727,17574.6,0.242646,-0.0766075,-0.383154
4.732,17603.9,-0.0686659,0.773147,-0.932715
4.737,17633.4,-0.0654892,-0.287855,0.1537
4.743,17663.2,0.592078,-0.697643,-0.0861375
4.748,17694.2,-0.238617,-0.0813725,-0.696055
4.754,17725.7,0.229939,-0.0766075,-0.379978
4.759,17755.9,-0.0750192,0.606373,-0.788178
4.764,17786.1,-0.0654892,-0.203674,-0.0797842
4.77,17816.1,0.4666,-0.0829608,-0.0829608
4.775,17846.7,0.53331,-0.0750192,-0.478454
4.78,17879.5,0.239469,-0.0797842,-0.394273
4.786,17911.1,-0.114727,0.84621,-0.0924908
4.791,17942.4,-0.0686659,-0.23544,0.101285
4.796,17971.7,0.53331,-0.667465,-0.0813725
4.802,18001.3,-0.0893141,0.642904,-0.0797842
4.807,18031.6,0.215644,-0.0781959,-0.370448
4.813,18062.6,-0.100432,0.738204,-0.202085
4.818,18093.3,-0.0654892,-0.132199,-0.00672118
4.823,18124,0.51425,-0.400626,-0.0766075
4.829,18153.9,-0.678583,0.835092,-0.0813725
4.834,18183.6,0.194996,-0.0781959,-0.360918
4.839,18215.1,-0.0797842,0.609549,-0.780236
4.845,18247.2,-0.0670776,-0.140141,-0.00513285
4.85,18278.8,-0.0861375,-0.564224,-0.0797842
4.856,18308.6,-0.642052,0.579371,-0.0797842
4.861,18337.8,0.590489,-0.0988441,-0.337093
4.866,18367.1,0.57143,-0.0766075,-0.580107
4.872,18397.4,-0.0639009,-0.0368994,-0.109962
4.877,18428.8,-0.0893141,0.906566,-0.745293
4.882,18459.1,-0.116316,0.477718,-0.0845492
4.888,18489.6,0.79856,-0.0797842,-0.229087
4.893,18519.3,0.493602,-0.0750192,-0.599167
4.899,18549.5,-0.0623126,0.0345753,-0.176672
4.904,18581.2,-0.0702542,0.938333,-0.915244
4.909,18613.1,-0.632522,0.576195,-0.0829608
4.915,18644.5,0.720732,-0.619815,-0.0956674
4.92,18674,0.612726,-0.0766075,-0.0909025
4.925,18703.4,0.234704,-0.0766075,-0.384743
4.931,18733.2,-0.100432,0.854152,-0.905714
4.936,18764.1,-0.0654892,-0.251323,0.107638
4.942,18794.8,0.57143,-0.64364,-0.0829608
4.947,18826.2,0.553958,-0.0766075,-0.689701
4.952,18856.2,0.229939,-0.0797842,-0.386331
4.958,18886,-0.0988441,0.944686,-0.778648
4.963,18916.6,-0.0654892,-0.238617,-0.0813725
4.969,18949.3,0.681024,-0.673818,-0.0845492
4.974,18982,-0.305327,-0.0797842,-0.646817
4.979,19013,0.241058,-0.0766075,-0.391096
4.985,19041.8,-0.0893141,0.766794,-0.869182
4.99,19071.2,-0.0654892,-0.227499,0.091755
4.996,19101.4,0.728674,-0.0972558,-0.0781959
5.001,19131.8,-0.705585,0.673082,-0.0797842
5.006,19163.2,0.202938,-0.0766075,-0.36886
5.012,19193.9,-0.0718426,0.79856,-0.770706
5.017,19224.3,-0.0639009,-0.130611,-0.00989783
5.023,19254.2,0.595254,-0.611873,-0.0829608
5.028,19285,-0.71988,0.849387,-0.0781959
5.033,19317.7,0.215644,-0.0797842,-0.375213
5.039,19349.6,0.391949,-0.0829608,-0.190967
5.044,19379.8,-0.0702542,-0.151259,0.0107504
5.049,19409,-0.0734309,0.924038,-0.0766075
5.055,19437.9,-0.0750192,0.541251,-0.0829608
5.06,19468.3,0.806502,-0.808826,-0.32121
5.065,19498.6,0.711202,-0.0797842,-0.564224
5.071,19529.8,-0.0654892,-0.00354452,-0.138552
5.076,19560.3,-0.0750192,0.890683,-0.211615
5.082,19590.2,-0.365683,0.509485,-0.0781959
5.087,19619.8,0.854152,-0.0750192,-0.2545
5.092,19650.8,0.326827,-0.0797842,-0.432393
5.098,19683.4,0.229939,-0.0750192,-0.373625
5.103,19714.6,-0.111551,0.990748,-0.314856
5.108,19744.6,-0.0623126,0.712791,-0.0829608
5.114,19773.6,0.525368,-0.532457,-0.0861375
5.119,19802.9,-0.0956674,0.647669,-0.0750192
5.125,19833,0.223586,-0.0766075,-0.373625
5.13,19863.7,-0.106786,0.700084,-0.832651
5.135,19894.2,-0.0639009,-0.160789,0.018692
5.141,19924.6,0.630198,-0.322798,-0.0813725
5.146,19953.8,-0.106786,0.582548,-0.0813725
5.151,19983.9,0.20135,-0.0766075,-0.362506
5.157,20015.2,-0.0909025,0.674671,-0.227499
5.162,20047.2,-0.0654892,-0.130611,-0.000367872
5.167,20078.7,-0.100432,-0.232263,-0.0797842
5.173,20108.5,-0.669053,0.758852,-0.0781959
5.178,20137.6,0.895448,-0.821533,-0.325975
5.184,20166.6,0.625433,-0.0797842,-0.357741
5.189,20197.2,-0.0639009,-0.0194278,-0.117904
5.194,20228.1,-0.105197,1.12258,-0.797708
5.2,20259,-0.584872,0.657199,-0.0797842
5.205,20289.9,0.520603,-0.0766075,-0.249735
5.211,20319.5,0.501543,-0.0734309,-0.619815
5.216,20350.2,-0.0654892,0.018692,-0.165554
5.221,20381.2,-0.105197,0.814443,-0.92795
5.227,20413.5,-0.0670776,0.687377,-0.0781959
5.232,20444.8,0.784265,-0.324386,-0.0861375
5.238,20474.8,0.593666,-0.0829608,-0.603932
5.243,20503.5,0.231528,-0.0766075,-0.381566
5.248,20533.2,-0.114727,0.692142,-0.842181
5.254,20563.4,-0.0670776,-0.238617,0.102873
5.259,20594.3,0.522191,-0.464159,-0.0829608
5.264,20625.1,-0.0940791,0.76997,-0.478454
5.27,20655,0.21088,-0.0750192,-0.373625
5.275,20684.6,-0.0924908,0.742969,-0.270383
5.281,20714.9,-0.0639009,-0.176672,0.0393403
5.286,20747,-0.0781959,1.04634,-1.09631
5.291,20778.6,-0.715115,0.534898,-0.0829608
5.297,20809.8,0.202938,-0.0750192,-0.367271
5.302,20839,0.539663,-0.0797842,-0.58646
5.307,20868.6,-0.0654892,-0.125846,-0.0146628
5.313,20898,-0.0877258,1.14958,-1.03754
5.318,20928.5,-0.154436,0.674671,-0.0813725
5.324,20959.4,0.0981084,-0.0797842,-0.259265
5.329,20989.2,0.53331,-0.0797842,-0.114727
5.334,21019.3,-0.0654892,0.0599885,-0.20685
5.34,21048.2,-0.0670776,0.863682,-0.711938
5.345,21078.4,-0.622992,0.44754,-0.0750192
5.35,21110.3,0.738204,-0.661112,-0.0766075
5.356,21141.7,0.704849,-0.0845492,-0.465747
5.361,21172.8,0.239469,-0.0781959,-0.392684
5.367,21202.4,-0.102021,0.938333,-0.71035
5.372,21231.6,-0.0654892,-0.248147,0.109227
5.377,21262.2,-0.356153,0.196585,-0.0845492
5.383,21293.7,-0.746881,0.198173,0.117168
5.388,21322.8,0.16323,-0.0750192,-0.33074
5.394,21350.6,-0.318033,-0.0781959,0.185466
5.399,21377.6,0.183878,-0.0797842,-0.338681
5.405,21402.6,0.727086,-0.0781959,-0.651582
5.41,21428.5,0.20135,-0.0750192,-0.21638
5.416,21454.9,-0.0766075,0.920861,-0.743705
5.421,21483.2,0.196585,-0.0750192,-0.335505
5.426,21510.3,-0.0654892,0.768382,-0.146494
5.432,21536.6,-0.0670776,-0.0241928,-0.125846
5.437,21561.9,-0.0639009,0.625433,-0.843769
5.442,21587.3,-0.0639009,-0.0702542,-0.0702542
5.447,21613.3,-0.0750192,0.800149,-0.897772
5.453,21640.3,-0.0686659,-0.109962,-0.0337227
5.458,21667.5,-0.0797842,0.733439,-0.460982
5.463,21695.3,-0.0654892,-0.179849,0.0266337
5.469,21722.5,0.444363,-0.170319,-0.0797842
5.474,21749.5,-0.64364,0.563488,-0.0797842
5.479,21776.9,0.425304,-0.0829608,-0.0829608
5.485,21806.3,-0.298973,-0.0845492,-0.718291
5.491,21839.6,0.202938,-0.0718426,-0.332328
5.497,21872.6,0.361771,-0.0781959,-0.6627
5.505,21909.6,-0.352976,1.01457,-0.318033
5.513,21949,-0.0686659,-0.268795,-0.0813725
5.521,21984.2,0.452305,-0.0877258,-0.0829608
5.529,22022.2,0.395125,-0.0797842,-0.443511
5.534,22048.8,-0.0607243,0.0218687,-0.154436
5.54,22075.1,-0.0591359,0.733439,-0.0956674
5.546,22102.1,-0.0686659,-0.0639009,-0.0845492
5.551,22127.9,-0.0861375,0.738204,-0.726233
5.557,22153.6,-0.0670776,-0.109962,-0.0368994
5.562,22180.3,-0.0750192,0.974864,-0.0877258
5.57,22222.3,-0.807238,0.603196,-0.103609
5.578,22258.5,-0.0702542,-0.22591,0.0790484
5.584,22288.2,-0.0702542,1.256,-1.05343
5.591,22319.4,-0.74847,0.661964,-0.0829608
5.597,22343.2,0.647669,-0.591225,-0.0781959
5.602,22368.1,-0.572165,0.636551,-0.0829608
5.607,22393.3,0.58096,-0.692878,-0.0813725
5.613,22418.5,-0.0686659,0.603196,-0.0781959
5.619,22445.5,0.55237,-0.19732,-0.0829608
5.625,22473.3,-0.0511943,0.646081,-0.0861375
5.63,22500.3,0.493602,-0.0750192,-0.240205
5.636,22527,0.801737,-0.0924908,-0.513397
5.641,22554.5,0.695319,-0.819944,-0.0893141
5.647,22582,0.57143,-0.0845492,-0.69129
5.652,22608.6,-0.0623126,0.908155,-0.92795
5.657,22630.8,-0.33074,0.927215,-0.0797842
5.662,22653,0.536486,-0.551517,-0.0797842
5.668,22675.2,-0.68176,0.593666,-0.0797842
5.673,22698.3,-0.0639009,1.03363,-0.252912
5.68,22726,-0.265618,0.634963,-0.0861375
5.687,22759.5,0.636551,-0.74847,-0.0829608
5.693,22785.5,0.557135,-0.0813725,-0.0829608
5.699,22812.7,0.102873,-0.0750192,-0.286267
5.705,22837.7,0.474542,-0.0781959,-0.0877258
5.71,22863.4,0.139405,-0.0781959,-0.308503
5.715,22890,0.522191,-0.0766075,-0.684936
5.721,22917.1,0.158465,-0.0781959,-0.324386
5.726,22943.9,0.573018,-0.0797842,-0.669053
5.732,22973,0.190231,-0.0797842,-0.160789
5.738,23000.2,0.553958,-0.0781959,-0.657935
5.744,23025.9,0.183878,-0.0686659,-0.0702542
5.75,23052.7,-0.0829608,0.857328,-0.834239
5.755,23080.9,-0.0670776,-0.140141,-0.00989783
5.761,23107.7,-0.0654892,0.735027,-0.875536
5.766,23134.2,-0.0686659,-0.140141,-0.00354452
5.771,23160.9,-0.0909025,-0.446688,-0.0766075
5.777,23188.7,-0.661112,0.690554,-0.0797842
5.783,23216.1,0.557135,-0.473689,-0.0781959
5.789,23247.9,0.549193,-0.0797842,-0.300562
5.794,23277.8,0.193408,-0.0797842,-0.345035
5.801,23312.5,-0.0909025,1.18294,-0.0781959
5.807,23345.8,-0.341858,0.396714,-0.0829608
5.813,23372.6,0.520603,-0.71035,-0.0829608
5.819,23402.7,-0.514986,0.971688,-0.0766075
5.825,23429.6,0.129875,-0.0781959,-0.295797
5.83,23454.6,0.755675,-0.0781959,-0.697643
5.835,23480.6,0.091755,-0.0750192,-0.259265
5.841,23505.7,0.587313,-0.0781959,-0.735763
5.846,23531.3,0.0838134,-0.0750192,-0.246558
5.852,23557.1,0.49519,-0.0781959,-0.689701
5.857,23583.9,0.148935,-0.0797842,-0.319621
5.863,23610.5,0.587313,-0.0750192,-0.602344
5.868,23640.6,0.196585,-0.0797842,-0.345035
5.881,23703.4,-0.0686659,-0.310091,-0.0829608
5.887,23731.3,0.482483,-0.684936,-0.0797842
5.893,23755.6,-0.630933,0.655611,-0.0829608
5.898,23781.5,0.522191,-0.613462,-0.0797842
5.904,23807.9,-0.460982,0.731851,-0.0781959
5.91,23841.8,0.133052,-0.0766075,-0.316445
5.916,23869,0.573018,-0.0750192,-0.0956674
5.921,23895.3,0.183878,-0.0750192,-0.346623
5.927,23922.7,0.387184,-0.0781959,-0.416509
5.933,23953.4,-0.0702542,-0.121081,-0.0210161
5.939,23983.4,-0.0909025,0.904978,-0.122669
