time, angle [deg]
48.748,85981.1
48.758,85999.3
48.768,86017.3
48.778,86032.8
48.789,86050.7
48.799,86068.6
48.809,86084.2
48.819,86102.6
48.829,86121.4
48.839,86135.4
48.849,86155.5
48.86,86174.2
48.87,86189.4
48.88,86211.1
48.89,86229.6
48.9,86248.4
48.91,86271
48.92,86289.7
48.931,86310.2
48.941,86329.7
48.951,86344.4
48.961,86364
48.971,86381.4
48.981,86395.7
48.991,86415.1
49.001,86432.3
49.012,86447.4
49.022,86466.9
49.032,86484.7
49.042,86498.5
49.052,86519
49.062,86537.1
49.072,86551.4
49.083,86572.7
49.093,86590.9
49.103,86609.5
49.113,86631.5
49.123,86649.8
49.133,86669.7
49.143,86688.6
49.154,86702.8
49.164,86721.2
49.174,86738.4
49.184,86753.1
49.194,86770.2
49.204,86787.6
49.214,86802.5
49.225,86820
49.235,86838.7
49.245,86852.8
49.255,86871.2
49.265,86889.6
49.275,86905.3
49.285,86923.7
49.296,86942.7
49.306,86959.8
49.316,86981.5
49.326,87001.2
49.336,87019
49.346,87039
49.356,87056
49.367,87070.5
49.377,87089.4
49.387,87105.8
49.397,87118.7
49.407,87138.1
49.417,87153.6
49.427,87167.7
49.438,87186.8
49.448,87204.2
49.458,87217.6
49.468,87237.6
49.478,87255.7
49.488,87269.8
49.499,87290.9
49.509,87308.8
49.519,87326.8
49.529,87349.2
49.539,87367.9
49.549,87387.5
49.559,87406.7
49.569,87421.6
49.58,87439.9
49.59,87457
49.6,87472.2
49.61,87488.4
49.62,87506.3
49.63,87521.6
49.641,87538.8
49.651,87557.6
49.661,87572.3
49.671,87589.8
49.681,87608.8
49.691,87624.9
49.702,87643.3
49.712,87662.4
49.722,87679.6
49.732,87701.6
49.742,87721.5
49.752,87739.7
49.763,87760.1
49.773,87776.9
49.783,87792.4
49.793,87811.1
49.803,87827.7
49.813,87841.6
49.823,87861.3
49.833,87877.1
49.844,87892.9
49.854,87912.5
49.864,87928.9
49.874,87944.8
49.884,87964.5
49.894,87981.7
49.905,87997.8
49.915,88018.1
49.925,88035.4
49.935,88055.6
49.945,88076.3
49.955,88094
49.965,88113.9
49.976,88132.3
49.986,88145.5
49.996,88164.9
50.006,88181.6
